val,cutoff,year,country
29916,cop50,2000,Luxembourg
34260,cop50,2004,Luxembourg
34174,cop50,2007,Luxembourg
33755,cop50,2010,Luxembourg
3734,cop50,1989,Mexico
3875,cop50,1992,Mexico
3933,cop50,1994,Mexico
3022,cop50,1996,Mexico
3245,cop50,1998,Mexico
3850,cop50,2000,Mexico
4004,cop50,2002,Mexico
4239,cop50,2004,Mexico
5921,cop50,2008,Mexico
5584,cop50,2010,Mexico
15589,cop50,1983,Netherlands
16238,cop50,1987,Netherlands
19197,cop50,1990,Netherlands
18230,cop50,1993,Netherlands
21094,cop50,1999,Netherlands
20887,cop50,2004,Netherlands
22978,cop50,2007,Netherlands
22665,cop50,2010,Netherlands
13539,cop50,1979,Norway
18560,cop50,1986,Norway
19212,cop50,1991,Norway
20661,cop50,1995,Norway
22376,cop50,2000,Norway
24196,cop50,2004,Norway
5151,cop50,1995,Poland
6313,cop50,1999,Poland
6172,cop50,2004,Poland
7430,cop50,2007,Poland
8719,cop50,2010,Poland
9518,cop50,1980,Spain
9066,cop50,1985,Spain
11694,cop50,1990,Spain
12966,cop50,1995,Spain
16406,cop50,2000,Spain
16101,cop50,2004,Spain
17823,cop50,2007,Spain
15981,cop50,2010,Spain
12601,cop50,1981,Sweden
13562,cop50,1987,Sweden
15744,cop50,1992,Sweden
14739,cop50,1995,Sweden
17163,cop50,2000,Sweden
19743,cop50,2005,Sweden
23830,cop50,1982,Switzerland
24213,cop50,1992,Switzerland
24175,cop50,2000,Switzerland
25702,cop50,2002,Switzerland
24755,cop50,2004,Switzerland
13072,cop50,1979,United Kingdom
13128,cop50,1986,United Kingdom
15323,cop50,1991,United Kingdom
15813,cop50,1994,United Kingdom
15554,cop50,1995,United Kingdom
17997,cop50,1999,United Kingdom
21355,cop50,2004,United Kingdom
22631,cop50,2007,United Kingdom
21990,cop50,2010,United Kingdom
23583,cop50,1979,United States
24267,cop50,1986,United States
24189,cop50,1991,United States
24054,cop50,1994,United States
25413,cop50,1997,United States
27320,cop50,2000,United States
27559,cop50,2004,United States
27970,cop50,2007,United States
27058,cop50,2010,United States
19965,cop60,1981,Australia
20013,cop60,1985,Australia
20412,cop60,1989,Australia
18911,cop60,1995,Australia
21229,cop60,2001,Australia
21573,cop60,2003,Australia
21842,cop60,1987,Austria
23839,cop60,1994,Austria
20942,cop60,1995,Austria
23007,cop60,1997,Austria
24200,cop60,2000,Austria
25577,cop60,2004,Austria
16559,cop60,1985,Belgium
17307,cop60,1988,Belgium
18524,cop60,1992,Belgium
21067,cop60,1995,Belgium
21066,cop60,1997,Belgium
22485,cop60,2000,Belgium
24560,cop60,1981,Canada
25101,cop60,1987,Canada
25195,cop60,1991,Canada
25148,cop60,1994,Canada
25179,cop60,1997,Canada
25749,cop60,1998,Canada
25600,cop60,2000,Canada
27505,cop60,2004,Canada
29708,cop60,2007,Canada
30518,cop60,2010,Canada
20564,cop60,1987,Denmark
20115,cop60,1992,Denmark
21287,cop60,1995,Denmark
22574,cop60,2000,Denmark
23734,cop60,2004,Denmark
5828,cop60,2000,Estonia
7527,cop60,2004,Estonia
11596,cop60,2007,Estonia
10448,cop60,2010,Estonia
16093,cop60,1987,Finland
17789,cop60,1991,Finland
15936,cop60,1995,Finland
17985,cop60,2000,Finland
20227,cop60,2004,Finland
22215,cop60,2007,Finland
22847,cop60,2010,Finland
15779,cop60,1978,France
17201,cop60,1984,France
17995,cop60,1989,France
19834,cop60,1994,France
19900,cop60,2000,France
20608,cop60,2005,France
20329,cop60,1981,Germany
23700,cop60,1983,Germany
19801,cop60,1984,Germany
22331,cop60,1989,Germany
21811,cop60,1994,Germany
23361,cop60,2000,Germany
23373,cop60,2004,Germany
23110,cop60,2007,Germany
23702,cop60,2010,Germany
12544,cop60,1995,Greece
14429,cop60,2000,Greece
17159,cop60,2004,Greece
18228,cop60,2007,Greece
16809,cop60,2010,Greece
10923,cop60,1987,Ireland
14894,cop60,1994,Ireland
15122,cop60,1995,Ireland
16230,cop60,1996,Ireland
20613,cop60,2000,Ireland
23985,cop60,2004,Ireland
25626,cop60,2007,Ireland
22310,cop60,2010,Ireland
11976,cop60,1986,Israel
14277,cop60,1992,Israel
14517,cop60,1997,Israel
16422,cop60,2001,Israel
16060,cop60,2005,Israel
17700,cop60,2007,Israel
18301,cop60,2010,Israel
14258,cop60,1986,Italy
15044,cop60,1987,Italy
16776,cop60,1989,Italy
17418,cop60,1991,Italy
16443,cop60,1993,Italy
15881,cop60,1995,Italy
16682,cop60,1998,Italy
16957,cop60,2000,Italy
17277,cop60,2004,Italy
18034,cop60,2008,Italy
17456,cop60,2010,Italy
18718,cop60,1985,Luxembourg
29533,cop60,1991,Luxembourg
31379,cop60,1994,Luxembourg
31527,cop60,1997,Luxembourg
34109,cop60,2000,Luxembourg
38311,cop60,2004,Luxembourg
38785,cop60,2007,Luxembourg
38776,cop60,2010,Luxembourg
4494,cop60,1989,Mexico
4748,cop60,1992,Mexico
4887,cop60,1994,Mexico
3707,cop60,1996,Mexico
4037,cop60,1998,Mexico
4862,cop60,2000,Mexico
4834,cop60,2002,Mexico
5108,cop60,2004,Mexico
7276,cop60,2008,Mexico
6733,cop60,2010,Mexico
17370,cop60,1983,Netherlands
18043,cop60,1987,Netherlands
21488,cop60,1990,Netherlands
20520,cop60,1993,Netherlands
23228,cop60,1999,Netherlands
23317,cop60,2004,Netherlands
25606,cop60,2007,Netherlands
25432,cop60,2010,Netherlands
14835,cop60,1979,Norway
20388,cop60,1986,Norway
21084,cop60,1991,Norway
22493,cop60,1995,Norway
24510,cop60,2000,Norway
26432,cop60,2004,Norway
5845,cop60,1995,Poland
7055,cop60,1999,Poland
6992,cop60,2004,Poland
8440,cop60,2007,Poland
9865,cop60,2010,Poland
10863,cop60,1980,Spain
10295,cop60,1985,Spain
13447,cop60,1990,Spain
15478,cop60,1995,Spain
19027,cop60,2000,Spain
18631,cop60,2004,Spain
20331,cop60,2007,Spain
18742,cop60,2010,Spain
13768,cop60,1981,Sweden
14805,cop60,1987,Sweden
17318,cop60,1992,Sweden
15955,cop60,1995,Sweden
18959,cop60,2000,Sweden
21713,cop60,2005,Sweden
26505,cop60,1982,Switzerland
27054,cop60,1992,Switzerland
27037,cop60,2000,Switzerland
29071,cop60,2002,Switzerland
27541,cop60,2004,Switzerland
14810,cop60,1979,United Kingdom
15215,cop60,1986,United Kingdom
17888,cop60,1991,United Kingdom
18565,cop60,1994,United Kingdom
18239,cop60,1995,United Kingdom
21073,cop60,1999,United Kingdom
24832,cop60,2004,United Kingdom
26572,cop60,2007,United Kingdom
25677,cop60,2010,United Kingdom
27024,cop60,1979,United States
28403,cop60,1986,United States
28356,cop60,1991,United States
28434,cop60,1994,United States
29852,cop60,1997,United States
31990,cop60,2000,United States
32405,cop60,2004,United States
33039,cop60,2007,United States
32212,cop60,2010,United States
23055,cop70,1981,Australia
22838,cop70,1985,Australia
23613,cop70,1989,Australia
21923,cop70,1995,Australia
24532,cop70,2001,Australia
25059,cop70,2003,Australia
24269,cop70,1987,Austria
27461,cop70,1994,Austria
24030,cop70,1995,Austria
26031,cop70,1997,Austria
27115,cop70,2000,Austria
28804,cop70,2004,Austria
18351,cop70,1985,Belgium
19082,cop70,1988,Belgium
20693,cop70,1992,Belgium
23756,cop70,1995,Belgium
23636,cop70,1997,Belgium
24887,cop70,2000,Belgium
28077,cop70,1981,Canada
28651,cop70,1987,Canada
28618,cop70,1991,Canada
28801,cop70,1994,Canada
28805,cop70,1997,Canada
29598,cop70,1998,Canada
29575,cop70,2000,Canada
31516,cop70,2004,Canada
34170,cop70,2007,Canada
35180,cop70,2010,Canada
22655,cop70,1987,Denmark
22122,cop70,1992,Denmark
23275,cop70,1995,Denmark
24803,cop70,2000,Denmark
26142,cop70,2004,Denmark
6865,cop70,2000,Estonia
8986,cop70,2004,Estonia
13430,cop70,2007,Estonia
12351,cop70,2010,Estonia
17581,cop70,1987,Finland
19564,cop70,1991,Finland
17495,cop70,1995,Finland
19880,cop70,2000,Finland
22747,cop70,2004,Finland
24868,cop70,2007,Finland
25571,cop70,2010,Finland
18177,cop70,1978,France
19651,cop70,1984,France
20385,cop70,1989,France
22704,cop70,1994,France
22643,cop70,2000,France
23394,cop70,2005,France
22900,cop70,1981,Germany
26737,cop70,1983,Germany
22073,cop70,1984,Germany
25007,cop70,1989,Germany
24704,cop70,1994,Germany
26359,cop70,2000,Germany
26351,cop70,2004,Germany
26096,cop70,2007,Germany
26584,cop70,2010,Germany
14891,cop70,1995,Greece
16827,cop70,2000,Greece
20114,cop70,2004,Greece
20958,cop70,2007,Greece
19202,cop70,2010,Greece
12827,cop70,1987,Ireland
17378,cop70,1994,Ireland
17694,cop70,1995,Ireland
19122,cop70,1996,Ireland
23996,cop70,2000,Ireland
27463,cop70,2004,Ireland
29566,cop70,2007,Ireland
25621,cop70,2010,Ireland
14118,cop70,1986,Israel
16676,cop70,1992,Israel
17104,cop70,1997,Israel
19313,cop70,2001,Israel
19302,cop70,2005,Israel
20973,cop70,2007,Israel
21801,cop70,2010,Israel
16412,cop70,1986,Italy
17867,cop70,1987,Italy
19720,cop70,1989,Italy
19815,cop70,1991,Italy
19132,cop70,1993,Italy
18732,cop70,1995,Italy
19409,cop70,1998,Italy
19815,cop70,2000,Italy
20179,cop70,2004,Italy
20838,cop70,2008,Italy
20109,cop70,2010,Italy
21307,cop70,1985,Luxembourg
32534,cop70,1991,Luxembourg
34852,cop70,1994,Luxembourg
35481,cop70,1997,Luxembourg
38604,cop70,2000,Luxembourg
43498,cop70,2004,Luxembourg
43237,cop70,2007,Luxembourg
44083,cop70,2010,Luxembourg
5528,cop70,1989,Mexico
6011,cop70,1992,Mexico
6100,cop70,1994,Mexico
4658,cop70,1996,Mexico
5144,cop70,1998,Mexico
6070,cop70,2000,Mexico
6136,cop70,2002,Mexico
6498,cop70,2004,Mexico
8993,cop70,2008,Mexico
8172,cop70,2010,Mexico
19641,cop70,1983,Netherlands
20286,cop70,1987,Netherlands
24159,cop70,1990,Netherlands
23154,cop70,1993,Netherlands
25905,cop70,1999,Netherlands
26069,cop70,2004,Netherlands
28743,cop70,2007,Netherlands
28574,cop70,2010,Netherlands
16301,cop70,1979,Norway
22744,cop70,1986,Norway
23151,cop70,1991,Norway
24805,cop70,1995,Norway
26922,cop70,2000,Norway
29070,cop70,2004,Norway
6650,cop70,1995,Poland
7965,cop70,1999,Poland
8040,cop70,2004,Poland
9651,cop70,2007,Poland
11361,cop70,2010,Poland
12563,cop70,1980,Spain
11826,cop70,1985,Spain
15501,cop70,1990,Spain
18428,cop70,1995,Spain
22414,cop70,2000,Spain
21692,cop70,2004,Spain
23499,cop70,2007,Spain
21750,cop70,2010,Spain
14987,cop70,1981,Sweden
16051,cop70,1987,Sweden
19107,cop70,1992,Sweden
17391,cop70,1995,Sweden
21036,cop70,2000,Sweden
23955,cop70,2005,Sweden
29936,cop70,1982,Switzerland
31033,cop70,1992,Switzerland
31012,cop70,2000,Switzerland
32923,cop70,2002,Switzerland
31084,cop70,2004,Switzerland
16901,cop70,1979,United Kingdom
17556,cop70,1986,United Kingdom
21051,cop70,1991,United Kingdom
21888,cop70,1994,United Kingdom
21472,cop70,1995,United Kingdom
24989,cop70,1999,United Kingdom
29071,cop70,2004,United Kingdom
31091,cop70,2007,United Kingdom
29924,cop70,2010,United Kingdom
30981,cop70,1979,United States
33162,cop70,1986,United States
33107,cop70,1991,United States
33559,cop70,1994,United States
35024,cop70,1997,United States
37161,cop70,2000,United States
38156,cop70,2004,United States
38891,cop70,2007,United States
38072,cop70,2010,United States
26945,cop80,1981,Australia
26724,cop80,1985,Australia
27692,cop80,1989,Australia
25849,cop80,1995,Australia
28688,cop80,2001,Australia
29607,cop80,2003,Australia
27302,cop80,1987,Austria
31145,cop80,1994,Austria
27792,cop80,1995,Austria
29859,cop80,1997,Austria
30846,cop80,2000,Austria
33610,cop80,2004,Austria
20624,cop80,1985,Belgium
21470,cop80,1988,Belgium
22948,cop80,1992,Belgium
26680,cop80,1995,Belgium
26803,cop80,1997,Belgium
28446,cop80,2000,Belgium
32540,cop80,1981,Canada
33034,cop80,1987,Canada
33163,cop80,1991,Canada
33449,cop80,1994,Canada
33476,cop80,1997,Canada
34430,cop80,1998,Canada
34786,cop80,2000,Canada
37156,cop80,2004,Canada
40175,cop80,2007,Canada
41509,cop80,2010,Canada
25313,cop80,1987,Denmark
24420,cop80,1992,Denmark
25878,cop80,1995,Denmark
27548,cop80,2000,Denmark
29173,cop80,2004,Denmark
8353,cop80,2000,Estonia
11024,cop80,2004,Estonia
16033,cop80,2007,Estonia
14672,cop80,2010,Estonia
19391,cop80,1987,Finland
21600,cop80,1991,Finland
19629,cop80,1995,Finland
22470,cop80,2000,Finland
25921,cop80,2004,Finland
28049,cop80,2007,Finland
29160,cop80,2010,Finland
21494,cop80,1978,France
22818,cop80,1984,France
23406,cop80,1989,France
26343,cop80,1994,France
26563,cop80,2000,France
26907,cop80,2005,France
25951,cop80,1981,Germany
30873,cop80,1983,Germany
25038,cop80,1984,Germany
28538,cop80,1989,Germany
28650,cop80,1994,Germany
30338,cop80,2000,Germany
30592,cop80,2004,Germany
30181,cop80,2007,Germany
30560,cop80,2010,Germany
17439,cop80,1995,Greece
19964,cop80,2000,Greece
23703,cop80,2004,Greece
25048,cop80,2007,Greece
22606,cop80,2010,Greece
15439,cop80,1987,Ireland
20762,cop80,1994,Ireland
21105,cop80,1995,Ireland
22243,cop80,1996,Ireland
27471,cop80,2000,Ireland
31833,cop80,2004,Ireland
34749,cop80,2007,Ireland
29984,cop80,2010,Ireland
16800,cop80,1986,Israel
19793,cop80,1992,Israel
20557,cop80,1997,Israel
23034,cop80,2001,Israel
23499,cop80,2005,Israel
25480,cop80,2007,Israel
26339,cop80,2010,Israel
19526,cop80,1986,Italy
21831,cop80,1987,Italy
23286,cop80,1989,Italy
23156,cop80,1991,Italy
22713,cop80,1993,Italy
21797,cop80,1995,Italy
23151,cop80,1998,Italy
23206,cop80,2000,Italy
23727,cop80,2004,Italy
24514,cop80,2008,Italy
23817,cop80,2010,Italy
24648,cop80,1985,Luxembourg
37039,cop80,1991,Luxembourg
39206,cop80,1994,Luxembourg
41387,cop80,1997,Luxembourg
44627,cop80,2000,Luxembourg
49997,cop80,2004,Luxembourg
49589,cop80,2007,Luxembourg
49902,cop80,2010,Luxembourg
7298,cop80,1989,Mexico
8026,cop80,1992,Mexico
8145,cop80,1994,Mexico
6211,cop80,1996,Mexico
6856,cop80,1998,Mexico
8072,cop80,2000,Mexico
8076,cop80,2002,Mexico
8392,cop80,2004,Mexico
11554,cop80,2008,Mexico
10320,cop80,2010,Mexico
22409,cop80,1983,Netherlands
22943,cop80,1987,Netherlands
27760,cop80,1990,Netherlands
26557,cop80,1993,Netherlands
29225,cop80,1999,Netherlands
29933,cop80,2004,Netherlands
33123,cop80,2007,Netherlands
32792,cop80,2010,Netherlands
18209,cop80,1979,Norway
25513,cop80,1986,Norway
25961,cop80,1991,Norway
27589,cop80,1995,Norway
30082,cop80,2000,Norway
32747,cop80,2004,Norway
7761,cop80,1995,Poland
9242,cop80,1999,Poland
9469,cop80,2004,Poland
11415,cop80,2007,Poland
13429,cop80,2010,Poland
14950,cop80,1980,Spain
14100,cop80,1985,Spain
18271,cop80,1990,Spain
22366,cop80,1995,Spain
26468,cop80,2000,Spain
25567,cop80,2004,Spain
27443,cop80,2007,Spain
25845,cop80,2010,Spain
16536,cop80,1981,Sweden
17881,cop80,1987,Sweden
21291,cop80,1992,Sweden
19499,cop80,1995,Sweden
24000,cop80,2000,Sweden
27036,cop80,2005,Sweden
34516,cop80,1982,Switzerland
36400,cop80,1992,Switzerland
36215,cop80,2000,Switzerland
38166,cop80,2002,Switzerland
36033,cop80,2004,Switzerland
19461,cop80,1979,United Kingdom
20710,cop80,1986,United Kingdom
25325,cop80,1991,United Kingdom
26284,cop80,1994,United Kingdom
25407,cop80,1995,United Kingdom
30028,cop80,1999,United Kingdom
34925,cop80,2004,United Kingdom
37203,cop80,2007,United Kingdom
35883,cop80,2010,United Kingdom
35931,cop80,1979,United States
39504,cop80,1986,United States
39207,cop80,1991,United States
40109,cop80,1994,United States
41983,cop80,1997,United States
44422,cop80,2000,United States
45590,cop80,2004,United States
46689,cop80,2007,United States
45801,cop80,2010,United States
32439,cop90,1981,Australia
32491,cop90,1985,Australia
33881,cop90,1989,Australia
31291,cop90,1995,Australia
35978,cop90,2001,Australia
36399,cop90,2003,Australia
32176,cop90,1987,Austria
38340,cop90,1994,Austria
33432,cop90,1995,Austria
36451,cop90,1997,Austria
37525,cop90,2000,Austria
41399,cop90,2004,Austria
24345,cop90,1985,Belgium
25466,cop90,1988,Belgium
26988,cop90,1992,Belgium
31916,cop90,1995,Belgium
31748,cop90,1997,Belgium
34850,cop90,2000,Belgium
39682,cop90,1981,Canada
41009,cop90,1987,Canada
40336,cop90,1991,Canada
40936,cop90,1994,Canada
41192,cop90,1997,Canada
42738,cop90,1998,Canada
43176,cop90,2000,Canada
46665,cop90,2004,Canada
50244,cop90,2007,Canada
51273,cop90,2010,Canada
30232,cop90,1987,Denmark
28364,cop90,1992,Denmark
29976,cop90,1995,Denmark
31995,cop90,2000,Denmark
33786,cop90,2004,Denmark
11281,cop90,2000,Estonia
14179,cop90,2004,Estonia
20650,cop90,2007,Estonia
18754,cop90,2010,Estonia
22375,cop90,1987,Finland
24963,cop90,1991,Finland
22938,cop90,1995,Finland
26862,cop90,2000,Finland
31223,cop90,2004,Finland
34074,cop90,2007,Finland
34904,cop90,2010,Finland
26885,cop90,1978,France
28390,cop90,1984,France
28993,cop90,1989,France
33369,cop90,1994,France
33225,cop90,2000,France
33905,cop90,2005,France
30674,cop90,1981,Germany
37779,cop90,1983,Germany
30413,cop90,1984,Germany
34374,cop90,1989,Germany
35354,cop90,1994,Germany
37499,cop90,2000,Germany
38188,cop90,2004,Germany
37779,cop90,2007,Germany
38603,cop90,2010,Germany
23020,cop90,1995,Greece
24917,cop90,2000,Greece
29873,cop90,2004,Greece
31498,cop90,2007,Greece
28683,cop90,2010,Greece
19640,cop90,1987,Ireland
26161,cop90,1994,Ireland
26887,cop90,1995,Ireland
27817,cop90,1996,Ireland
34051,cop90,2000,Ireland
39588,cop90,2004,Ireland
43026,cop90,2007,Ireland
37206,cop90,2010,Ireland
21196,cop90,1986,Israel
25029,cop90,1992,Israel
25961,cop90,1997,Israel
29689,cop90,2001,Israel
30502,cop90,2005,Israel
32947,cop90,2007,Israel
34930,cop90,2010,Israel
24408,cop90,1986,Italy
28097,cop90,1987,Italy
28974,cop90,1989,Italy
28192,cop90,1991,Italy
28810,cop90,1993,Italy
27409,cop90,1995,Italy
29037,cop90,1998,Italy
29156,cop90,2000,Italy
30432,cop90,2004,Italy
31126,cop90,2008,Italy
30211,cop90,2010,Italy
29571,cop90,1985,Luxembourg
44163,cop90,1991,Luxembourg
48706,cop90,1994,Luxembourg
50811,cop90,1997,Luxembourg
55699,cop90,2000,Luxembourg
63024,cop90,2004,Luxembourg
61922,cop90,2007,Luxembourg
62370,cop90,2010,Luxembourg
10661,cop90,1989,Mexico
12008,cop90,1992,Mexico
12764,cop90,1994,Mexico
9206,cop90,1996,Mexico
10372,cop90,1998,Mexico
12435,cop90,2000,Mexico
12132,cop90,2002,Mexico
12428,cop90,2004,Mexico
16492,cop90,2008,Mexico
14581,cop90,2010,Mexico
26891,cop90,1983,Netherlands
27501,cop90,1987,Netherlands
33244,cop90,1990,Netherlands
31450,cop90,1993,Netherlands
34415,cop90,1999,Netherlands
36281,cop90,2004,Netherlands
41106,cop90,2007,Netherlands
39949,cop90,2010,Netherlands
21433,cop90,1979,Norway
30126,cop90,1986,Norway
30296,cop90,1991,Norway
31813,cop90,1995,Norway
35556,cop90,2000,Norway
38798,cop90,2004,Norway
9735,cop90,1995,Poland
11541,cop90,1999,Poland
12090,cop90,2004,Poland
14464,cop90,2007,Poland
17166,cop90,2010,Poland
19198,cop90,1980,Spain
18408,cop90,1985,Spain
23105,cop90,1990,Spain
28930,cop90,1995,Spain
34072,cop90,2000,Spain
31805,cop90,2004,Spain
34457,cop90,2007,Spain
33013,cop90,2010,Spain
18999,cop90,1981,Sweden
20418,cop90,1987,Sweden
25086,cop90,1992,Sweden
23033,cop90,1995,Sweden
28917,cop90,2000,Sweden
32072,cop90,2005,Sweden
44014,cop90,1982,Switzerland
45480,cop90,1992,Switzerland
43919,cop90,2000,Switzerland
46798,cop90,2002,Switzerland
43642,cop90,2004,Switzerland
23382,cop90,1979,United Kingdom
25516,cop90,1986,United Kingdom
31581,cop90,1991,United Kingdom
33491,cop90,1994,United Kingdom
32648,cop90,1995,United Kingdom
38771,cop90,1999,United Kingdom
45641,cop90,2004,United Kingdom
47559,cop90,2007,United Kingdom
46754,cop90,2010,United Kingdom
43946,cop90,1979,United States
49365,cop90,1986,United States
49226,cop90,1991,United States
51504,cop90,1994,United States
54422,cop90,1997,United States
57430,cop90,2000,United States
58657,cop90,2004,United States
60544,cop90,2007,United States
59356,cop90,2010,United States
37458,cop95,1981,Australia
38118,cop95,1985,Australia
39931,cop95,1989,Australia
37390,cop95,1995,Australia
42543,cop95,2001,Australia
42960,cop95,2003,Australia
36895,cop95,1987,Austria
45645,cop95,1994,Austria
38777,cop95,1995,Austria
41836,cop95,1997,Austria
45149,cop95,2000,Austria
50716,cop95,2004,Austria
28044,cop95,1985,Belgium
29779,cop95,1988,Belgium
31007,cop95,1992,Belgium
38511,cop95,1995,Belgium
37025,cop95,1997,Belgium
42283,cop95,2000,Belgium
45965,cop95,1981,Canada
48274,cop95,1987,Canada
47659,cop95,1991,Canada
47897,cop95,1994,Canada
48710,cop95,1997,Canada
51499,cop95,1998,Canada
52213,cop95,2000,Canada
56607,cop95,2004,Canada
61155,cop95,2007,Canada
62732,cop95,2010,Canada
35865,cop95,1987,Denmark
32132,cop95,1992,Denmark
34058,cop95,1995,Denmark
36574,cop95,2000,Denmark
38523,cop95,2004,Denmark
14624,cop95,2000,Estonia
18712,cop95,2004,Estonia
24837,cop95,2007,Estonia
23029,cop95,2010,Estonia
25492,cop95,1987,Finland
28475,cop95,1991,Finland
26439,cop95,1995,Finland
32181,cop95,2000,Finland
36664,cop95,2004,Finland
40736,cop95,2007,Finland
41230,cop95,2010,Finland
32418,cop95,1978,France
34808,cop95,1984,France
35443,cop95,1989,France
40922,cop95,1994,France
40365,cop95,2000,France
41392,cop95,2005,France
36378,cop95,1981,Germany
45712,cop95,1983,Germany
36717,cop95,1984,Germany
40604,cop95,1989,Germany
42693,cop95,1994,Germany
45177,cop95,2000,Germany
46901,cop95,2004,Germany
47612,cop95,2007,Germany
46802,cop95,2010,Germany
29153,cop95,1995,Greece
31514,cop95,2000,Greece
37905,cop95,2004,Greece
38485,cop95,2007,Greece
35400,cop95,2010,Greece
23678,cop95,1987,Ireland
31438,cop95,1994,Ireland
33986,cop95,1995,Ireland
34569,cop95,1996,Ireland
40173,cop95,2000,Ireland
47052,cop95,2004,Ireland
51151,cop95,2007,Ireland
44415,cop95,2010,Ireland
25458,cop95,1986,Israel
29816,cop95,1992,Israel
31839,cop95,1997,Israel
36315,cop95,2001,Israel
38134,cop95,2005,Israel
41194,cop95,2007,Israel
42774,cop95,2010,Israel
28830,cop95,1986,Italy
34415,cop95,1987,Italy
35243,cop95,1989,Italy
34426,cop95,1991,Italy
36049,cop95,1993,Italy
34054,cop95,1995,Italy
37420,cop95,1998,Italy
37228,cop95,2000,Italy
38086,cop95,2004,Italy
38674,cop95,2008,Italy
37558,cop95,2010,Italy
34485,cop95,1985,Luxembourg
52617,cop95,1991,Luxembourg
57394,cop95,1994,Luxembourg
60190,cop95,1997,Luxembourg
66150,cop95,2000,Luxembourg
76497,cop95,2004,Luxembourg
76912,cop95,2007,Luxembourg
71988,cop95,2010,Luxembourg
14862,cop95,1989,Mexico
18577,cop95,1992,Mexico
18734,cop95,1994,Mexico
13691,cop95,1996,Mexico
15035,cop95,1998,Mexico
17954,cop95,2000,Mexico
17679,cop95,2002,Mexico
17897,cop95,2004,Mexico
22641,cop95,2008,Mexico
20000,cop95,2010,Mexico
31781,cop95,1983,Netherlands
31756,cop95,1987,Netherlands
39445,cop95,1990,Netherlands
35654,cop95,1993,Netherlands
39766,cop95,1999,Netherlands
43278,cop95,2004,Netherlands
50112,cop95,2007,Netherlands
47481,cop95,2010,Netherlands
24595,cop95,1979,Norway
34851,cop95,1986,Norway
34648,cop95,1991,Norway
36801,cop95,1995,Norway
42160,cop95,2000,Norway
46112,cop95,2004,Norway
12122,cop95,1995,Poland
14094,cop95,1999,Poland
15295,cop95,2004,Poland
18269,cop95,2007,Poland
21507,cop95,2010,Poland
23695,cop95,1980,Spain
22654,cop95,1985,Spain
28338,cop95,1990,Spain
37060,cop95,1995,Spain
41837,cop95,2000,Spain
38335,cop95,2004,Spain
41371,cop95,2007,Spain
39919,cop95,2010,Spain
21027,cop95,1981,Sweden
22915,cop95,1987,Sweden
28914,cop95,1992,Sweden
26403,cop95,1995,Sweden
34379,cop95,2000,Sweden
37237,cop95,2005,Sweden
58217,cop95,1982,Switzerland
55966,cop95,1992,Switzerland
53265,cop95,2000,Switzerland
54887,cop95,2002,Switzerland
50709,cop95,2004,Switzerland
27212,cop95,1979,United Kingdom
30523,cop95,1986,United Kingdom
38294,cop95,1991,United Kingdom
41771,cop95,1994,United Kingdom
41260,cop95,1995,United Kingdom
48306,cop95,1999,United Kingdom
57624,cop95,2004,United Kingdom
59428,cop95,2007,United Kingdom
58795,cop95,2010,United Kingdom
51871,cop95,1979,United States
59514,cop95,1986,United States
58986,cop95,1991,United States
64090,cop95,1994,United States
68912,cop95,1997,United States
73551,cop95,2000,United States
73921,cop95,2004,United States
77663,cop95,2007,United States
74768,cop95,2010,United States